"Customer_ID","Product_Rank","Product_Provider","Product_Name","Product_Value","Sold","Sale_Source"
234,3,Provider A,Product 56,329.076,0,""
234,4,Provider A,Product 552,629.08,1,"callcentre"
234,5,Provider A,Product 84,295.703,0,""
234,6,Provider B,Product 3532,249.662,1,"callcentre"
234,7,Provider B,Product 1412,730.827,0,""
234,8,Provider B,Product 3164,21.995,1,"online"
235,1,Provider A,Product 3160,333.531,1,"online"
235,2,Provider A,Product 3292,550.599,0,""
235,3,Provider A,Product 56,183.52,0,""
235,4,Provider A,Product 552,148.383,0,""
235,5,Provider A,Product 84,230.597,0,""
235,6,Provider B,Product 3532,241.864,0,""
235,7,Provider B,Product 3164,"1,085.02",0,""
235,8,Provider B,Product 1412,"1,320.37",0,""
235,9,Provider A,Product 84,46.0289,0,""
236,1,Provider A,Product 3160,3.24759,1,"online"
236,2,Provider A,Product 3292,121.151,0,""
236,3,Provider A,Product 56,412.952,0,""
236,4,Provider A,Product 552,532.928,0,""
236,5,Provider A,Product 80,253.722,0,""
236,6,Provider A,Product 72,293.544,0,""
236,7,Provider B,Product 3532,516.325,0,""
236,8,Provider A,Product 84,539.515,0,""
236,9,Provider B,Product 1412,522.513,0,""
236,10,Provider B,Product 3164,539.941,0,""
244,1,Provider A,Product 3160,126.396,1,"online"
244,2,Provider A,Product 56,464.535,0,""
244,3,Provider A,Product 552,126.24,0,""
244,4,Provider A,Product 84,223.85,0,""
244,5,Provider B,Product 1412,733.036,0,""
256,1,Provider A,Product 3160,637.674,1,"online"
256,2,Provider A,Product 56,795.496,0,""
256,3,Provider A,Product 552,194.693,0,""
256,4,Provider A,Product 84,174.217,0,""
256,5,Provider B,Product 3164,869.965,0,""
256,6,Provider B,Product 1412,638.809,0,""
260,1,Provider B,Product 3532,663.489,1,"online"
260,2,Provider A,Product 3160,880.644,0,""
260,3,Provider A,Product 3292,387.367,0,""
260,4,Provider B,Product 1412,249.527,0,""
260,5,Provider A,Product 80,13.7151,1,"online"
260,6,Provider A,Product 64,937.622,0,""
260,7,Provider A,Product 56,27.4739,0,""
260,8,Provider A,Product 552,352.146,0,""
260,9,Provider A,Product 72,688.952,0,""
260,10,Provider A,Product 76,460.616,0,""
260,11,Provider B,Product 3164,345.857,0,""
260,12,Provider A,Product 84,"1,132.93",0,""
263,1,Provider B,Product 1412,"2,981.89",1,"online"
263,2,Provider A,Product 64,175.823,0,""
263,3,Provider A,Product 56,386.292,0,""
263,4,Provider A,Product 552,182.257,0,""
263,5,Provider A,Product 76,15.2968,0,""
263,6,Provider A,Product 84,536.361,1,"callcentre"
263,7,Provider B,Product 1412,527.729,0,""
267,1,Provider A,Product 3160,415.471,1,"online"
267,2,Provider A,Product 3292,455.021,0,""
267,3,Provider A,Product 56,15.8756,0,""
267,4,Provider A,Product 552,394.44,0,""
267,5,Provider A,Product 64,32.2323,0,""
267,6,Provider A,Product 76,460.835,0,""
267,7,Provider A,Product 84,486.423,0,""
267,8,Provider B,Product 3532,495.564,0,""
267,9,Provider B,Product 1412,0,0,""
267,10,Provider B,Product 3164,213.427,0,""
268,1,Provider A,Product 3160,"1,046.96",1,"online"
268,2,Provider A,Product 3292,458.018,0,""
268,3,Provider A,Product 56,"1,022",0,""
268,4,Provider A,Product 552,351.44,0,""
268,5,Provider A,Product 84,356.338,0,""
268,6,Provider A,Product 84,386.933,0,""
268,7,Provider B,Product 1412,723.119,0,""
268,8,Provider B,Product 3164,207.031,0,""
271,1,Provider A,Product 3160,134.563,1,"online"
271,2,Provider A,Product 3292,254.16,0,""
271,3,Provider A,Product 56,522,0,""
271,4,Provider A,Product 552,142.713,0,""
271,5,Provider A,Product 64,434.314,0,""
271,6,Provider A,Product 76,376.669,0,""
271,7,Provider A,Product 84,120.066,0,""
272,1,Provider A,Product 3160,451.541,1,"online"
272,2,Provider A,Product 3292,402.586,0,""
272,3,Provider A,Product 56,529.049,0,""
272,4,Provider A,Product 552,199.139,0,""
272,5,Provider A,Product 84,726.493,0,""
272,6,Provider B,Product 3532,819.914,0,""
272,7,Provider B,Product 1412,83.4111,0,""
272,8,Provider B,Product 3164,429.707,0,""
272,9,Provider B,Product 3164,474.296,0,""
272,10,Provider A,Product 84,765.913,0,""
275,1,Provider A,Product 3160,142.475,1,"online"
275,2,Provider A,Product 3292,310.658,1,"online"
275,3,Provider A,Product 56,667.624,0,""
275,4,Provider A,Product 552,"1,341.83",0,""
275,5,Provider A,Product 64,951.986,0,""
275,6,Provider A,Product 76,"1,185.89",0,""
275,7,Provider A,Product 84,666.398,0,""
277,1,Provider A,Product 3160,104.848,1,"online"
277,2,Provider A,Product 3292,311.091,0,""
277,3,Provider A,Product 56,241.964,0,""
277,4,Provider A,Product 552,371.294,0,""
277,5,Provider A,Product 84,523.958,0,""
277,6,Provider A,Product 84,871.03,0,""
277,7,Provider B,Product 1412,311.761,0,""
277,8,Provider B,Product 3164,"1,011.16",0,""
282,1,Provider B,Product 1412,335.554,1,"online"
282,2,Provider B,Product 3164,426.661,0,""
288,1,Provider A,Product 3160,873.723,1,"online"
288,2,Provider A,Product 3292,448.121,0,""
288,3,Provider A,Product 56,901.661,0,""
288,4,Provider A,Product 552,598.231,0,""
288,5,Provider A,Product 84,616.936,1,"callcentre"
292,1,Provider A,Product 3160,210.59,0,""
292,2,Provider A,Product 3292,343.582,0,""
292,3,Provider A,Product 56,280.054,0,""
292,4,Provider A,Product 552,120.577,0,""
292,5,Provider A,Product 64,397.27,0,""
292,6,Provider B,Product 3532,5.54051,0,""
292,7,Provider A,Product 76,301.568,0,""
292,8,Provider B,Product 1412,58.0967,0,""
292,9,Provider A,Product 84,405.995,0,""
292,10,Provider B,Product 3164,944.049,0,""
306,1,Provider A,Product 3160,294.14,0,""
306,2,Provider A,Product 56,301.802,0,""
306,3,Provider A,Product 552,28.9256,0,""
306,4,Provider A,Product 84,555.246,0,""
306,5,Provider B,Product 1412,548.162,0,""
306,6,Provider B,Product 3164,154.315,0,""
317,1,Provider A,Product 3160,"1,015.35",0,""
317,2,Provider A,Product 3292,735.991,0,""
317,3,Provider B,Product 3532,909.944,0,""
317,4,Provider A,Product 56,315.511,0,""
317,5,Provider A,Product 552,0,0,""
317,6,Provider B,Product 1412,519.424,0,""
317,7,Provider B,Product 3164,173.445,0,""
317,8,Provider A,Product 84,44.5727,1,"online"
317,9,Provider A,Product 76,261.557,0,""
317,10,Provider A,Product 84,303.884,0,""
319,1,Provider A,Product 3160,310.005,0,""
319,2,Provider A,Product 3292,488.965,0,""
319,3,Provider A,Product 56,205.757,0,""
319,4,Provider A,Product 552,694.053,0,""
319,5,Provider A,Product 84,188.982,0,""
319,6,Provider B,Product 3532,741.71,0,""
319,7,Provider B,Product 1412,647.049,0,""
319,8,Provider B,Product 3164,"1,247.04",0,""
319,9,Provider B,Product 3164,"1,827.89",0,""
319,10,Provider B,Product 1412,51.8181,0,""
320,1,Provider A,Product 3160,160.092,0,""
320,2,Provider A,Product 56,4.72596,0,""
320,3,Provider A,Product 552,475.984,0,""
320,4,Provider A,Product 84,416.374,0,""
320,5,Provider B,Product 1412,249.041,0,""
321,1,Provider B,Product 1412,126.635,0,""
321,2,Provider A,Product 3160,535.102,0,""
321,3,Provider A,Product 56,733.472,0,""
321,4,Provider A,Product 552,122.168,0,""
321,5,Provider A,Product 84,272.68,0,""
327,1,Provider A,Product 3160,296.118,0,""
327,2,Provider A,Product 64,300.053,0,""
327,3,Provider A,Product 56,257.752,0,""
327,4,Provider A,Product 552,632.452,0,""
327,5,Provider A,Product 76,417.045,0,""
327,6,Provider A,Product 84,488.221,0,""
327,7,Provider B,Product 1412,972.786,0,""
327,8,Provider B,Product 3164,858.848,0,""
330,1,Provider A,Product 3160,"1,686.02",0,""
330,2,Provider A,Product 64,"1,566.3",0,""
330,3,Provider A,Product 56,"1,415.79",1,"callcentre"
330,4,Provider A,Product 552,"1,040.42",0,""
330,5,Provider A,Product 76,"2,554.03",0,""
330,6,Provider A,Product 84,0,0,""
330,7,Provider B,Product 1412,"6,974.01",1,"callcentre"
334,1,Provider B,Product 1412,"1,639.82",0,""
334,2,Provider B,Product 3164,809.427,0,""
342,1,Provider A,Product 64,188.098,0,""
342,2,Provider A,Product 56,551.602,0,""
342,3,Provider A,Product 552,529.199,0,""
342,4,Provider A,Product 76,224.261,0,""
342,5,Provider B,Product 1412,616.872,0,""
342,6,Provider A,Product 84,530.944,0,""
342,7,Provider A,Product 84,827.222,0,""
366,1,Provider A,Product 3160,142.884,0,""
366,2,Provider A,Product 3292,280.111,0,""
366,3,Provider A,Product 56,461.954,0,""
366,4,Provider A,Product 552,361.486,0,""
366,5,Provider A,Product 64,190.682,0,""
366,6,Provider A,Product 76,429.32,0,""
366,7,Provider A,Product 84,222.226,0,""
366,8,Provider B,Product 3532,349.925,0,""
366,9,Provider B,Product 3164,"1,063.74",0,""
366,10,Provider B,Product 1412,"1,230.53",0,""
369,1,Provider B,Product 3532,188.422,0,""
369,2,Provider B,Product 1412,121.878,0,""
369,3,Provider A,Product 3160,125.827,0,""
369,4,Provider A,Product 3292,99.4925,0,""
369,5,Provider A,Product 56,246.906,0,""
369,6,Provider A,Product 552,138.317,0,""
369,7,Provider A,Product 84,236.73,0,""
369,8,Provider B,Product 3164,382.198,0,""
369,9,Provider B,Product 3164,21.8269,0,""
"288,007",1,Provider A,Product 3160,698.123,0,""
"288,007",2,Provider A,Product 3292,737.638,0,""
"288,007",3,Provider A,Product 56,444.639,0,""
"288,007",4,Provider A,Product 552,"1,555.24",0,""
"288,007",5,Provider A,Product 64,673.572,0,""
"288,007",6,Provider A,Product 76,"1,537.15",0,""
"288,007",7,Provider A,Product 84,"1,261.4",0,""
"288,010",1,Provider A,Product 3160,399.341,0,""
"288,010",2,Provider A,Product 3292,905.551,0,""
"288,010",3,Provider A,Product 56,233.225,0,""
"288,010",4,Provider A,Product 552,"1,177.21",0,""
"288,010",5,Provider A,Product 84,944.478,0,""
"288,010",6,Provider B,Product 3532,976.536,0,""
"288,010",7,Provider B,Product 1412,"1,757.71",0,""
"288,010",8,Provider B,Product 3164,0,0,""
"288,013",1,Provider A,Product 3160,280.257,0,""
"288,013",2,Provider A,Product 64,449.691,0,""
"288,013",3,Provider A,Product 56,289.685,0,""
"288,013",4,Provider A,Product 552,445.209,0,""
"288,013",5,Provider A,Product 76,340.413,0,""
"288,013",6,Provider A,Product 84,553.637,0,""
"288,013",7,Provider B,Product 1412,467.126,1,"callcentre"
"288,013",8,Provider B,Product 3164,87.132,0,""
"288,024",1,Provider A,Product 3160,12.2582,0,""
"288,024",2,Provider A,Product 64,555.367,0,""
"288,024",3,Provider A,Product 56,630.619,0,""
"288,024",4,Provider A,Product 76,606.889,0,""
"288,024",5,Provider A,Product 84,618.572,0,""
"288,024",6,Provider B,Product 1412,"1,722.24",0,""
"288,024",7,Provider B,Product 3164,"1,684.69",0,""
"288,028",1,Provider A,Product 3292,66.3398,0,""
"288,028",2,Provider A,Product 552,334.991,0,""
"288,028",3,Provider A,Product 3292,18.7116,0,""
"288,028",4,Provider B,Product 1412,421.369,0,""
"288,028",5,Provider A,Product 56,484.016,0,""
"288,028",6,Provider A,Product 552,407.859,0,""
"288,028",7,Provider A,Product 84,158.487,0,""
"288,028",8,Provider B,Product 3164,401.15,0,""
"288,030",1,Provider B,Product 3532,14.0332,0,""
"288,030",2,Provider B,Product 1412,34.8736,0,""
"288,030",3,Provider A,Product 3160,458.378,0,""
"288,030",4,Provider A,Product 3292,176.745,0,""
"288,030",5,Provider A,Product 56,330.893,0,""
"288,030",6,Provider A,Product 552,439.826,0,""
"288,030",7,Provider B,Product 3164,488.174,0,""
"288,030",8,Provider A,Product 84,3.45753,0,""
"288,030",9,Provider B,Product 3164,376.26,0,""
"288,030",10,Provider A,Product 84,164.053,0,""
"288,034",1,Provider B,Product 3164,"3,312.48",1,"online"
"288,038",1,Provider A,Product 3160,"1,074.18",0,""
"288,038",2,Provider B,Product 1412,726.744,0,""
"288,038",3,Provider A,Product 56,476.075,0,""
"288,038",4,Provider A,Product 552,477.413,0,""
"288,038",5,Provider A,Product 84,436.993,0,""
"288,042",1,Provider A,Product 3160,487.205,0,""
"288,042",2,Provider A,Product 3292,474.929,0,""
"288,042",3,Provider A,Product 56,129.413,0,""
"288,042",4,Provider A,Product 552,254.495,0,""
"288,042",5,Provider B,Product 1412,467.249,0,""
"288,042",6,Provider A,Product 84,406.626,0,""
"288,042",7,Provider B,Product 3164,163.768,0,""
"288,052",1,Provider B,Product 1412,604.137,0,""
"288,054",1,Provider B,Product 1412,68.1956,0,""
"288,054",2,Provider B,Product 3164,"1,487.11",0,""
"288,054",3,Provider A,Product 3160,926.687,1,"callcentre"
"288,054",4,Provider A,Product 56,"1,027.09",0,""
"288,054",5,Provider A,Product 552,569.813,1,"callcentre"
"288,054",6,Provider A,Product 84,794.429,0,""
"288,077",1,Provider A,Product 3160,319.189,0,""
"288,077",2,Provider A,Product 3292,0,0,""
"288,077",3,Provider A,Product 56,307.624,0,""
"288,077",4,Provider A,Product 552,609.431,0,""
"288,077",5,Provider A,Product 64,475.013,0,""
"288,077",6,Provider A,Product 76,308.952,0,""
"288,077",7,Provider A,Product 84,132.167,0,""
"288,077",8,Provider B,Product 3164,323.696,0,""
"288,077",9,Provider B,Product 1412,365.62,0,""
"288,077",10,Provider A,Product 0,"5,402.13",1,"callcentre"
"288,079",1,Provider B,Product 3532,203.66,1,"online"
"288,079",2,Provider B,Product 1412,267.938,0,""
"288,079",3,Provider A,Product 56,133.96,0,""
"288,079",4,Provider A,Product 552,137.772,0,""
"288,079",5,Provider B,Product 3164,214.248,0,""
"288,079",6,Provider A,Product 84,256.137,0,""
"288,079",7,Provider B,Product 3164,585.911,0,""
"288,079",8,Provider A,Product 84,456.952,0,""
"288,086",1,Provider B,Product 3532,998.013,0,""
"288,086",2,Provider B,Product 1412,542.399,0,""
"288,086",3,Provider A,Product 3292,"1,096.4",0,""
"288,086",4,Provider B,Product 3164,105.048,0,""
"288,086",5,Provider A,Product 3160,"1,305.83",0,""
"288,086",6,Provider A,Product 56,"1,143.36",0,""
"288,086",7,Provider A,Product 552,"1,059.05",0,""
"288,086",8,Provider A,Product 84,897.081,0,""
"288,086",9,Provider B,Product 1412,805.497,0,""
"288,086",10,Provider B,Product 3164,268.354,0,""
"288,092",1,Provider A,Product 3160,411.943,1,"online"
"288,092",2,Provider A,Product 64,151.463,0,""
"288,092",3,Provider A,Product 56,238.421,0,""
"288,092",4,Provider A,Product 552,77.3283,0,""
"288,092",5,Provider A,Product 76,361.86,0,""
"288,092",6,Provider A,Product 84,514.004,0,""
"288,092",7,Provider B,Product 1412,866.024,0,""
"288,092",8,Provider B,Product 3164,142.228,0,""
"288,099",1,Provider A,Product 3160,451.082,0,""
"288,099",2,Provider A,Product 3292,59.2617,0,""
"288,099",3,Provider A,Product 56,138.052,0,""
"288,099",4,Provider A,Product 552,570.559,0,""
"288,099",5,Provider B,Product 3532,227.786,0,""
"288,099",6,Provider A,Product 84,690.109,0,""
"288,099",7,Provider B,Product 1412,62.115,0,""
"288,099",8,Provider B,Product 3164,491.316,0,""
"288,100",1,Provider B,Product 1412,325.089,0,""
"288,100",2,Provider A,Product 64,242.909,0,""
"288,100",3,Provider A,Product 56,417.523,0,""
"288,100",4,Provider A,Product 552,406.135,0,""
"288,100",5,Provider A,Product 76,491.632,0,""
"288,100",6,Provider A,Product 68,211.95,0,""
"288,100",7,Provider A,Product 60,425.387,0,""
"288,100",8,Provider A,Product 88,199.603,0,""
"288,100",9,Provider A,Product 84,296.196,0,""
"288,102",1,Provider A,Product 552,554.744,0,""
"288,102",2,Provider A,Product 80,122.082,1,"callcentre"
"288,102",3,Provider A,Product 64,264.449,0,""
"288,102",4,Provider A,Product 56,554.284,0,""
"288,102",5,Provider A,Product 72,295.19,0,""
"288,102",6,Provider A,Product 76,140.525,0,""
"288,102",7,Provider B,Product 3532,163.621,0,""
"288,102",8,Provider A,Product 84,53.89,0,""
"288,102",9,Provider B,Product 1412,819.283,0,""
"288,102",10,Provider B,Product 3164,604.998,0,""
"288,107",1,Provider A,Product 3160,311.477,0,""
"288,107",2,Provider A,Product 56,147.496,0,""
"288,107",3,Provider A,Product 552,361.225,0,""
"288,107",4,Provider A,Product 84,411.467,0,""
"288,107",5,Provider B,Product 1412,356.166,0,""
"288,107",6,Provider B,Product 3164,686.447,0,""
"288,109",1,Provider A,Product 56,153.702,0,""
"288,109",2,Provider A,Product 552,8.05835,0,""
"288,109",3,Provider A,Product 60,69.7607,0,""
"288,109",4,Provider A,Product 88,250.043,0,""
"288,109",5,Provider A,Product 68,184.825,0,""
"288,109",6,Provider A,Product 84,219.847,0,""
"288,109",7,Provider B,Product 1412,198.17,0,""
"288,114",1,Provider A,Product 3160,223.484,0,""
"288,114",2,Provider A,Product 56,4.25727,0,""
"288,114",3,Provider A,Product 552,"4,285.37",0,""
"288,114",4,Provider A,Product 84,984.143,0,""
"288,114",5,Provider A,Product 76,"1,546.72",0,""
"288,114",6,Provider A,Product 84,"4,462.65",0,""
"288,130",1,Provider B,Product 1412,"1,208.51",1,"online"
"288,130",2,Provider A,Product 0,"6,008.53",1,"callcentre"
"288,131",1,Provider A,Product 3160,242.024,0,""
"288,131",2,Provider A,Product 56,22.8108,0,""
"288,131",3,Provider A,Product 552,278.178,0,""
"288,131",4,Provider A,Product 84,0,0,""
"288,131",5,Provider B,Product 1412,224.094,0,""
"288,131",6,Provider B,Product 3164,"1,056.52",0,""
"288,142",1,Provider A,Product 3160,518.738,0,""
"288,142",2,Provider A,Product 56,53.87,0,""
"288,142",3,Provider A,Product 552,128.564,0,""
"288,142",4,Provider A,Product 84,621.049,0,""
"288,142",5,Provider B,Product 1412,657.459,0,""
"288,142",6,Provider B,Product 3164,0,0,""
"288,148",1,Provider A,Product 64,125.036,0,""
"288,148",2,Provider A,Product 56,408.406,1,"online"
"288,148",3,Provider B,Product 1412,373.815,0,""
"288,148",4,Provider A,Product 552,405.711,0,""
"288,148",5,Provider A,Product 76,12.9109,0,""
"288,148",6,Provider A,Product 84,101.305,0,""
"288,148",7,Provider B,Product 3164,221.167,0,""
"288,148",8,Provider A,Product 84,348.385,0,""
"288,162",1,Provider A,Product 3160,"1,219.09",0,""
"288,162",2,Provider A,Product 56,121.032,0,""
"288,162",3,Provider A,Product 552,217.292,0,""
"288,162",4,Provider A,Product 84,77.1835,0,""
"288,162",5,Provider B,Product 1412,"1,026.91",0,""
"288,163",1,Provider A,Product 3160,800.655,0,""
"288,163",2,Provider A,Product 3292,437,0,""
"288,163",3,Provider A,Product 64,637.904,0,""
"288,163",4,Provider A,Product 56,553.929,1,"callcentre"
"288,163",5,Provider A,Product 552,156.267,0,""
"288,163",6,Provider A,Product 76,30.6946,0,""
"288,163",7,Provider A,Product 84,420.684,0,""
"288,163",8,Provider B,Product 3532,137.764,0,""
"288,163",9,Provider B,Product 3164,"1,234.85",0,""
"288,163",10,Provider B,Product 1412,202.26,0,""
"288,167",1,Provider A,Product 3160,35.6803,0,""
"288,167",2,Provider A,Product 80,83.2946,0,""
"288,167",3,Provider A,Product 64,30.666,0,""
"288,167",4,Provider A,Product 56,553.594,0,""
"288,167",5,Provider A,Product 552,294.97,0,""
"288,167",6,Provider A,Product 72,525.861,0,""
"288,167",7,Provider A,Product 76,434.904,0,""
"288,167",8,Provider A,Product 84,707.523,0,""
"288,167",9,Provider B,Product 1412,808.273,0,""
"288,167",10,Provider B,Product 3164,312.289,0,""
"288,171",1,Provider A,Product 3160,298.011,0,""
"288,171",2,Provider A,Product 3292,591.741,0,""
"288,171",3,Provider A,Product 56,0,0,""
"288,171",4,Provider A,Product 552,376.675,0,""
"288,171",5,Provider A,Product 84,565.097,0,""
"288,171",6,Provider A,Product 552,38.9036,0,""
"288,171",7,Provider A,Product 72,513.268,0,""
"288,171",8,Provider A,Product 76,212.294,0,""
"288,171",9,Provider A,Product 84,151.657,0,""
"288,171",10,Provider B,Product 3164,511.711,1,"callcentre"
"288,172",1,Provider A,Product 3160,21.0297,0,""
"288,172",2,Provider A,Product 64,723.64,0,""
"288,172",3,Provider A,Product 56,814.145,0,""
"288,172",4,Provider A,Product 552,386.363,0,""
"288,172",5,Provider A,Product 76,362.564,0,""
"288,172",6,Provider A,Product 84,693.477,0,""
"288,172",7,Provider B,Product 1412,"1,316.94",0,""
"288,172",8,Provider B,Product 3164,"1,414.03",0,""
"288,184",1,Provider A,Product 552,115.362,0,""
"288,184",2,Provider A,Product 3292,241.6,1,"callcentre"
"288,184",3,Provider A,Product 3160,945.198,0,""
"288,184",4,Provider B,Product 3164,940.952,0,""
"288,184",5,Provider A,Product 3292,950.183,0,""
"288,184",6,Provider A,Product 56,346.042,0,""
"288,184",7,Provider A,Product 552,224.135,0,""
"288,184",8,Provider A,Product 84,"1,034.74",0,""
"288,196",1,Provider A,Product 3160,"2,063.2",0,""
"288,196",2,Provider A,Product 3292,"1,801.25",0,""
"288,196",3,Provider A,Product 64,"1,297.08",1,"online"
"288,196",4,Provider A,Product 56,"1,627.41",0,""
"288,196",5,Provider A,Product 552,"1,074.32",0,""
"288,196",6,Provider A,Product 76,"1,313.96",0,""
"288,196",7,Provider A,Product 84,513.225,0,""
"288,197",1,Provider B,Product 3532,72.6972,0,""
"288,197",2,Provider B,Product 1412,318.767,1,"online"
"288,197",3,Provider A,Product 3160,340.307,0,""
"288,197",4,Provider A,Product 3292,94.501,0,""
"288,197",5,Provider A,Product 56,134.763,0,""
"288,197",6,Provider A,Product 552,293.395,0,""
"288,197",7,Provider B,Product 3164,244.227,0,""
"288,197",8,Provider A,Product 84,654.857,0,""
"288,222",1,Provider A,Product 3160,480.876,0,""
"288,222",2,Provider A,Product 80,981.444,0,""
"288,222",3,Provider A,Product 64,640.078,0,""
"288,222",4,Provider B,Product 1412,187.557,0,""
"288,222",5,Provider A,Product 56,396.369,0,""
"288,222",6,Provider A,Product 552,246.426,0,""
"288,222",7,Provider A,Product 72,641.652,0,""
"288,222",8,Provider A,Product 76,229.279,0,""
"288,222",9,Provider B,Product 3164,"1,063.15",0,""
"288,222",10,Provider A,Product 84,"1,146.17",0,""
"288,223",1,Provider B,Product 3532,61.676,0,""
"288,223",2,Provider A,Product 3160,49.2098,0,""
"288,223",3,Provider B,Product 1412,166.904,0,""
"288,223",4,Provider A,Product 3292,224.902,0,""
"288,223",5,Provider A,Product 56,43.6253,0,""
"288,223",6,Provider A,Product 552,321.345,0,""
"288,223",7,Provider A,Product 84,155.708,0,""
"288,223",8,Provider B,Product 3164,410.945,0,""
"288,233",1,Provider B,Product 1412,358.894,0,""
"288,233",2,Provider B,Product 3164,279.589,0,""
"288,235",1,Provider A,Product 64,71.2562,0,""
"288,235",2,Provider A,Product 3160,58.6305,0,""
"288,235",3,Provider A,Product 56,115.412,0,""
"288,235",4,Provider A,Product 552,255.383,0,""
"288,235",5,Provider A,Product 76,84.1544,0,""
"288,235",6,Provider A,Product 84,561.267,0,""
"288,235",7,Provider B,Product 1412,210.296,0,""
"288,235",8,Provider B,Product 3164,41.6229,0,""
"288,265",1,Provider B,Product 3532,61.7993,0,""
"288,265",2,Provider B,Product 1412,285.908,1,"online"
"288,265",3,Provider A,Product 3160,1.69755,0,""
"288,265",4,Provider A,Product 3292,56.792,0,""
"288,265",5,Provider B,Product 3164,507.615,0,""
"288,265",6,Provider A,Product 56,521.795,0,""
"288,265",7,Provider A,Product 552,469.106,0,""
"288,265",8,Provider A,Product 64,213.774,0,""
"288,265",9,Provider A,Product 76,202.963,0,""
"288,265",10,Provider A,Product 84,303.204,0,""
"288,270",1,Provider A,Product 3160,197.414,0,""
"288,270",2,Provider A,Product 56,17.9476,0,""
